ID,predicted_price
PU-150,1.44158326
PU-151,1.103964685
PU-152,1.636330173
PU-153,2.369758116
PU-154,1.595274069
PU-155,2.551883689
PU-156,1.556389631
PU-157,1.156617703
PU-158,1.440161556
PU-159,5.010912725
PU-160,1.788164001
PU-161,0.852885711
PU-162,1.802533286
PU-163,1.013731624
PU-164,3.442824735
PU-165,5.726992142
PU-166,1.170378803
PU-167,1.549987049
PU-168,5.37929095
PU-169,1.842657217
PU-170,0.928096212
PU-171,2.14697074
PU-172,1.610261759
PU-173,2.417409198
PU-174,1.324110431
PU-175,1.086592979
PU-176,1.810729359
PU-177,2.481761047
PU-178,1.961169857
PU-179,1.676395221
PU-180,1.555047014
PU-181,0.790713109
PU-182,3.487766687
PU-183,2.37626378
PU-184,2.056918083
PU-185,1.901949549
PU-186,4.308611605
PU-187,2.315620955
PU-188,1.212771184
PU-189,0.983696739
PU-190,1.615461787
PU-191,3.40651447
PU-192,1.224790082
PU-193,1.329858679
PU-194,1.001008495
PU-195,1.59557065
PU-196,4.116629998
PU-197,5.179574639
PU-198,1.151115341
PU-199,1.920367497
PU-200,1.567562808
PU-201,3.141386467
PU-202,0.791686957
PU-203,4.085474631
PU-204,1.921797431
PU-205,1.284847274
PU-206,1.358424931
PU-207,1.424220234
PU-208,2.015737022
PU-209,3.57412182
PU-210,2.210507738
PU-211,1.229263836
PU-212,1.821595042
PU-213,1.727539239
PU-214,1.377165375
PU-215,2.297546092
PU-216,1.239168347
PU-217,1.444895148
PU-218,2.35686002
PU-219,1.285319116
PU-220,1.255269399
PU-221,1.274988625
PU-222,2.164932687
PU-223,1.303282858
PU-224,2.063952518
PU-225,1.993349045
PU-226,1.823638349
PU-227,1.954438129
PU-228,2.753608585
PU-229,2.284403775
PU-230,0.822691023
PU-231,1.339697866
PU-232,1.136347473
PU-233,1.89200563
PU-234,1.645427722
PU-235,1.139073579
PU-236,2.386090579
PU-237,2.991329944
PU-238,4.478871494
PU-239,2.267070463
PU-240,3.598520007
PU-241,2.681636375
PU-242,2.772739275
PU-243,2.915485103
PU-244,1.47260669
PU-245,1.542004233
PU-246,2.246405079
PU-247,1.029733709
PU-248,1.031054231
PU-249,1.157016905
PU-250,2.952444353
PU-251,3.432617503
PU-252,3.766723019
PU-253,1.275375918
PU-254,1.964151313
PU-255,2.15741372
PU-256,2.539469705
PU-257,1.495928169
PU-258,3.701699349
PU-259,1.606749314
PU-260,2.593122445
PU-261,1.467367968
PU-262,2.501889878
PU-263,1.652224011
PU-264,1.713470386
PU-265,0.964181224
PU-266,3.707025347
PU-267,3.104609809
PU-268,2.018748399
PU-269,2.746775204
PU-270,1.849203567
PU-271,3.72778578
PU-272,2.069518065
PU-273,1.701544702
PU-274,3.014665952
PU-275,3.365771142
PU-276,2.463148438
PU-277,1.79233283
PU-278,1.269217639
PU-279,2.021687474
PU-280,1.280151119
PU-281,1.127775886
PU-282,1.78687931
PU-283,1.065879781
PU-284,2.241521794
PU-285,1.653394601
PU-286,3.216907749
PU-287,2.003151677
PU-288,1.020725159
PU-289,1.204515878
PU-290,0.967760724
PU-291,2.200534247
PU-292,3.283415434
PU-293,0.974628591
PU-294,1.823033845
PU-295,4.410065813
PU-296,1.445343496
PU-297,0.901931629
PU-298,1.142957777
PU-299,1.956123362
PU-300,2.689482678
PU-301,0.788637399
PU-302,1.477705466
PU-303,1.013632988
PU-304,2.689543695
PU-305,1.712508757
PU-306,2.100726154
PU-307,5.608814628
PU-308,1.389385315
PU-309,1.919018119
PU-310,4.834608088
PU-311,4.444055245
PU-312,4.435175302
PU-313,3.621118921
PU-314,2.980897992
PU-315,4.436205135
PU-316,1.80943595
PU-317,1.76416464
PU-318,1.064098096
PU-319,2.000840873
PU-320,1.221555692
PU-321,1.958343488
PU-322,1.347604794
PU-323,3.735261728
PU-324,1.110449942
PU-325,2.540309697
PU-326,2.517953094
PU-327,2.88656654
PU-328,1.367645451
PU-329,2.320021408
PU-330,3.69913292
PU-331,1.801226293
PU-332,2.105333025
PU-333,2.800772491
PU-334,1.398053407
PU-335,0.930201259
PU-336,1.524708563
PU-337,2.195075705
PU-338,2.091302621
PU-339,3.193178234
PU-340,1.201829889
PU-341,1.258741228
PU-342,0.752470821
PU-343,1.116747467
PU-344,0.907920489
PU-345,2.756501728
PU-346,1.271106237
PU-347,0.94981658
PU-348,0.858276818
PU-349,2.616936179
PU-350,1.007122096
PU-351,2.575338435
PU-352,1.892590283
PU-353,1.574366631
PU-354,1.927661198
PU-355,1.219410384
PU-356,3.118744792
PU-357,1.160225429
PU-358,1.951903529
PU-359,1.996439208
PU-360,3.106464268
PU-361,0.900399349
PU-362,1.162967646
PU-363,1.018231665
PU-364,1.437622094
PU-365,2.472321788
PU-366,6.518284328
PU-367,3.0887734
PU-368,1.459329257
PU-369,1.20462224
PU-370,3.610463525
PU-371,2.234487972
PU-372,1.94129038
PU-373,1.95879172
PU-374,2.167513645
PU-375,1.264429948
PU-376,4.095794689
PU-377,1.304571446
PU-378,2.174164608
PU-379,1.9533142
PU-380,1.702676266
PU-381,2.774955961
PU-382,2.452323212
PU-383,1.497168744
PU-384,5.536541488
PU-385,1.656005199
PU-386,1.141003921
PU-387,1.004253236
PU-388,0.877910845
PU-389,1.121497691
PU-390,1.203414127
PU-391,1.681996243
PU-392,1.487135788
PU-393,4.657499302
PU-394,1.408774221
PU-395,1.610157811
PU-396,2.833481969
PU-397,3.00191402
PU-398,1.05820273
PU-399,1.390918775
PU-400,1.0024774
PU-401,1.393947789
PU-402,1.492106349
PU-403,1.046333453
PU-404,1.343680806
PU-405,3.456229125
PU-406,1.660323632
PU-407,1.875023664
PU-408,2.237662704
PU-409,1.327856729
PU-410,1.845527636
PU-411,3.025528819
PU-412,1.914499586
PU-413,1.796673267
PU-414,1.753537302
PU-415,1.872186857
PU-416,1.019570577
PU-417,1.112321786
PU-418,2.540225632
PU-419,1.885107929
PU-420,0.711808634
PU-421,1.844170805
PU-422,3.26915664
PU-423,0.807349301
PU-424,1.636651502
PU-425,1.742961904
PU-426,1.216797127
PU-427,1.388936158
PU-428,1.317244586
PU-429,1.344932001
PU-430,1.41666364
PU-431,3.844681341
PU-432,1.711600606
PU-433,4.115310095
PU-434,2.073055959
PU-435,1.375053618
PU-436,1.656986469
PU-437,2.709886002
PU-438,2.336365182
PU-439,1.926292583
PU-440,2.093552933
PU-441,1.564947936
PU-442,1.385833584
PU-443,3.320691596
PU-444,1.745359997
PU-445,1.047370708
PU-446,4.581127424
PU-447,5.048445774
PU-448,2.790921416
PU-449,0.881483808
PU-450,0.948607728
PU-451,0.964519078
PU-452,1.267960048
PU-453,0.95529199
PU-454,2.170753411
PU-455,1.945769298
PU-456,4.420482685
PU-457,1.789109154
PU-458,1.461504196
PU-459,1.338836434
PU-460,1.410661236
PU-461,2.068998687
PU-462,1.925102607
PU-463,1.103819057
PU-464,1.285280643
PU-465,2.64764841
PU-466,0.949095689
PU-467,2.397097603
PU-468,1.527856002
PU-469,1.183578734
PU-470,2.189762769
PU-471,0.965866175
PU-472,1.681140696
PU-473,1.662132539
PU-474,1.98402058
PU-475,1.852583238
PU-476,1.009779965
PU-477,1.139709647
PU-478,1.38961543
PU-479,1.447303079
PU-480,0.93487056
PU-481,1.135209477
PU-482,2.239373843
PU-483,2.245551583
PU-484,1.481142783
PU-485,1.264672663
PU-486,0.987988962
PU-487,2.696070251
PU-488,1.022202361
PU-489,2.339128266
PU-490,3.204113944
PU-491,2.089575708
PU-492,1.779637291
PU-493,0.868928642
PU-494,1.093577718
PU-495,1.70103977
PU-496,2.374930773
PU-497,1.701159748
PU-498,1.623074141
PU-499,1.690186913
PU-500,1.688750769
PU-501,5.086569511
PU-502,2.348051681
PU-503,1.369215598
PU-504,1.801451131
PU-505,2.058774249
PU-506,1.843036909
PU-507,1.248770973
PU-508,1.371320574
PU-509,1.504046702
PU-510,4.220183395
PU-511,1.709499663
PU-512,2.474696232
PU-513,1.529485516
PU-514,1.11521287
PU-515,2.015301518
PU-516,1.215390057
PU-517,0.983446536
PU-518,1.090535795
PU-519,1.667254347
PU-520,3.436110758
PU-521,1.469363469
PU-522,1.523866217
PU-523,1.542254375
PU-524,3.709010569
PU-525,3.468501384
PU-526,4.649258946
PU-527,2.525504824
PU-528,1.162973032
PU-529,1.513423974
PU-530,0.93601929
PU-531,2.392981521
PU-532,2.242672029
PU-533,2.012169083
PU-534,1.674208436
PU-535,1.993779201
PU-536,1.881645808
PU-537,1.942860727
PU-538,1.597490519
PU-539,1.07249839
PU-540,1.490507938
PU-541,0.96868695
PU-542,1.061362444
PU-543,2.167091511
PU-544,1.542950142
PU-545,1.229452582
PU-546,4.654583366
PU-547,2.229488756
PU-548,1.459357061
PU-549,1.86172783
PU-550,1.089320303
PU-551,2.715999187
PU-552,1.66593279
PU-553,3.49222081
PU-554,1.619072613
PU-555,1.164923564
PU-556,4.663386661
PU-557,1.083608798
PU-558,1.552323549
PU-559,2.086884184
PU-560,2.275182771
PU-561,1.938454503
PU-562,2.299757515
PU-563,3.195465874
PU-564,4.382661671
PU-565,1.984468282
PU-566,3.874041082
PU-567,3.108027924
PU-568,1.685032104
PU-569,2.608145477
PU-570,1.557268786
PU-571,3.607966441
PU-572,2.141545861
PU-573,1.559873118
PU-574,4.319295245
PU-575,1.745764858
PU-576,1.218446408
PU-577,0.949697265
PU-578,1.22035441
PU-579,2.230075944
PU-580,3.052643241
PU-581,1.247304923
PU-582,1.406123
PU-583,1.882180145
PU-584,2.18603913
PU-585,1.70665645
PU-586,1.254671314
PU-587,3.571585733
PU-588,2.222928117
PU-589,2.423151638
PU-590,1.086416953
PU-591,3.165599033
PU-592,1.337152831
PU-593,2.909764928
PU-594,1.361770891
PU-595,1.734064972
PU-596,2.619635079
PU-597,0.941408406
PU-598,1.008500223
PU-599,0.951097696
PU-600,3.227529851
PU-601,1.117021802
PU-602,1.999170138
PU-603,1.081326745
PU-604,1.351878929
PU-605,1.372241075
PU-606,2.323242879
PU-607,3.20653807
PU-608,3.801023544
PU-609,4.547388147
PU-610,3.804223562
PU-611,2.632320743
PU-612,2.08377683
PU-613,2.521534887
PU-614,1.399751997
PU-615,2.402060229
PU-616,1.739455457
PU-617,1.394681968
PU-618,1.721289286
PU-619,1.13487254
PU-620,1.68326498
PU-621,0.950238494
PU-622,1.225361147
PU-623,2.111529163
PU-624,1.31497951
PU-625,1.402530193
PU-626,7.269220074
PU-627,1.83973971
PU-628,1.495191886
PU-629,2.249793231
PU-630,2.09249051
PU-631,2.93719303
PU-632,0.883895886
PU-633,0.802987562
PU-634,0.762253593
PU-635,1.741624186
PU-636,1.507108037
PU-637,0.9489611
PU-638,2.029482051
PU-639,4.209620241
PU-640,1.241186086
PU-641,2.681605292
PU-642,4.326068177
PU-643,2.930432545
PU-644,1.022855204
PU-645,3.173938262
PU-646,0.987627308
PU-647,1.283719117
PU-648,1.45114788
PU-649,2.744494708
PU-650,2.729240444
PU-651,2.500211382
PU-652,1.758859357
PU-653,1.882916773
PU-654,2.468522701
PU-655,1.48208119
PU-656,2.243850615
PU-657,1.876062665
PU-658,1.777996424
PU-659,1.952625182
PU-660,1.927290648
PU-661,3.122531506
PU-662,2.137900224
PU-663,0.863272408
PU-664,1.293029435
PU-665,2.941745243
PU-666,1.665018555
PU-667,1.233294257
PU-668,0.99446321
PU-669,1.010810449
PU-670,1.700026958
PU-671,2.106993728
PU-672,2.119437588
PU-673,1.459333177
PU-674,3.313502075
PU-675,1.24224372
PU-676,1.649533599
PU-677,2.358790211
PU-678,2.074428414
PU-679,2.207677667
PU-680,2.28435468
PU-681,2.70204153
PU-682,1.845709685
PU-683,1.358334696
PU-684,5.530709916
PU-685,2.557368313
PU-686,1.523201893
PU-687,2.474976815
PU-688,1.600336704
PU-689,2.541255023
PU-690,2.575764685
PU-691,2.963658046
PU-692,1.300289264
PU-693,1.424906299
PU-694,1.675066188
PU-695,2.96271069
PU-696,2.597573442
PU-697,0.740490309
PU-698,2.098349235
PU-699,2.487682251
PU-700,4.843386455
PU-701,1.155998885
PU-702,4.188819112
PU-703,1.812809005
PU-704,1.77353816
PU-705,2.022420613
PU-706,1.927399721
PU-707,2.022202987
PU-708,1.256396855
PU-709,1.501174655
PU-710,2.938078628
PU-711,1.572592076
PU-712,0.779485186
PU-713,1.734751903
PU-714,1.576891827
PU-715,1.621473663
PU-716,1.04996062
PU-717,2.714914289
PU-718,1.876920516
PU-719,0.936965191
PU-720,3.955126569
PU-721,3.019345286
PU-722,2.693544607
PU-723,1.479011853
PU-724,2.449466524
PU-725,1.743825648
PU-726,6.529335896
PU-727,1.264185216
PU-728,1.353846508
PU-729,1.768033059
PU-730,1.065765001
PU-731,1.890661292
PU-732,0.885184194
PU-733,3.122580042
PU-734,2.625541971
PU-735,2.425142448
PU-736,2.574658938
PU-737,1.292573498
PU-738,1.108506221
PU-739,2.263604345
PU-740,1.728640039
PU-741,3.272746064
PU-742,2.425893472
PU-743,0.835138483
PU-744,3.215153208
PU-745,1.453178234
PU-746,2.62323596
PU-747,1.011748231
PU-748,2.843992298
PU-749,0.946192943
PU-750,0.973020471
PU-751,2.645923451
PU-752,3.727595778
PU-753,2.338518457
PU-754,2.01077808
PU-755,1.508956737
PU-756,1.177601875
PU-757,0.96059209
PU-758,5.72437399
PU-759,1.283153974
PU-760,2.501745048
PU-761,0.909558325
PU-762,0.670280748
PU-763,0.864441941
PU-764,2.191501137
PU-765,2.257287123
PU-766,1.525807831
PU-767,0.946893045
PU-768,1.246479646
PU-769,1.017517723
PU-770,2.353295257
PU-771,1.097135536
PU-772,2.872650878
PU-773,4.292721189
PU-774,1.956067028
PU-775,1.881437217
PU-776,1.149831342
PU-777,1.04850378
PU-778,0.903708935
PU-779,2.658582294
PU-780,2.401016702
PU-781,1.184413883
PU-782,3.033841783
PU-783,1.225233721
PU-784,1.54575471
PU-785,1.274841453
PU-786,1.444774119
PU-787,1.168863419
PU-788,2.054816281
PU-789,0.928568971
PU-790,1.495263045
PU-791,4.20038663
PU-792,1.743353817
PU-793,1.77879664
PU-794,2.530945475
PU-795,1.503625315
PU-796,1.626714845
PU-797,1.499180417
PU-798,0.99276032
PU-799,1.493158152
PU-800,2.547561645
PU-801,1.576195348
PU-802,3.134491649
PU-803,2.387776266
PU-804,0.975085077
PU-805,1.750337858
PU-806,1.184414357
PU-807,1.497681327
PU-808,0.964441411
PU-809,1.721403356
PU-810,0.703304339
PU-811,0.902077124
PU-812,1.382425574
PU-813,4.345122525
PU-814,1.569795751
PU-815,1.275345832
PU-816,2.980685108
PU-817,1.594406638
PU-818,4.144750716
PU-819,1.161235604
PU-820,0.967556833
PU-821,1.276560471
PU-822,2.576918611
PU-823,5.332343313
PU-824,1.86463004
PU-825,1.83024365
PU-826,0.907559996
PU-827,0.873836703
PU-828,2.843102776
PU-829,1.241155732
PU-830,1.383181095
PU-831,1.278951362
PU-832,1.669132765
PU-833,1.440796828
PU-834,1.410069432
PU-835,1.766102969
PU-836,3.297022522
PU-837,1.508452274
PU-838,2.232723561
PU-839,2.644926477
PU-840,2.174908418
PU-841,5.53472052
PU-842,2.125111092
PU-843,1.854045927
PU-844,4.606624148
PU-845,3.179059808
PU-846,1.265803321
PU-847,1.064452862
PU-848,1.376636764
PU-849,1.025393764
PU-850,1.098117484
PU-851,2.179602483
PU-852,2.651284988
PU-853,4.16326175
PU-854,2.328361777
PU-855,1.321245422
PU-856,1.076881037
PU-857,4.563542632
PU-858,0.974688719
PU-859,1.343330596
PU-860,1.448465102
PU-861,3.698174995
PU-862,2.046182036
PU-863,0.915354951
PU-864,1.22036336
PU-865,0.995190033
PU-866,2.415343381
PU-867,0.967124977
PU-868,1.995448323
PU-869,1.571709154
PU-870,5.630437439
PU-871,2.443810558
PU-872,0.955717652
PU-873,1.937365296
PU-874,2.352358014
PU-875,4.236577498
PU-876,2.212218908
PU-877,1.719387131
PU-878,1.779030336
PU-879,1.044788706
PU-880,1.832147538
PU-881,0.937518313
PU-882,2.97815704
PU-883,2.814065753
PU-884,1.605778822
PU-885,3.751786636
PU-886,1.025203788
PU-887,2.097929611
PU-888,1.837717266
PU-889,0.832615392
PU-890,1.135502285
PU-891,1.695013671
PU-892,3.50963265
PU-893,1.127719307
PU-894,3.486726521
PU-895,1.746605609
PU-896,2.139485661
PU-897,1.397553134
PU-898,1.07942323
PU-899,1.679097527
PU-900,1.269486945
PU-901,2.07141704
PU-902,3.069083396
PU-903,1.000239414
PU-904,1.976509138
PU-905,2.368685214
PU-906,1.583489668
PU-907,1.12523023
PU-908,4.054717279
PU-909,1.377637488
PU-910,1.4583945
PU-911,1.466282643
PU-912,3.517108817
PU-913,1.721621574
PU-914,1.397347113
PU-915,1.70777798
PU-916,2.972174617
PU-917,0.988440158
PU-918,0.754829498
PU-919,1.303665039
PU-920,2.064057566
PU-921,1.349746196
PU-922,1.467498882
PU-923,0.893173744
PU-924,1.667594716
PU-925,2.013543692
PU-926,3.4730218
PU-927,0.976362499
PU-928,5.309830241
PU-929,4.58907847
PU-930,1.553698317
PU-931,1.869601395
PU-932,0.993831412
PU-933,4.287437739
PU-934,1.586382457
PU-935,2.275504625
PU-936,1.169850345
PU-937,1.074696047
PU-938,2.687340092
PU-939,2.789209501
PU-940,2.624330732
PU-941,1.703338103
PU-942,2.689395853
PU-943,1.376210078
PU-944,3.587437461
PU-945,2.012087348
PU-946,2.583586676
PU-947,1.778884122
PU-948,0.878515579
PU-949,3.499116845
PU-950,0.913325815
PU-951,2.383625726
PU-952,0.879547977
PU-953,1.156211973
PU-954,2.707947518
PU-955,1.529000822
PU-956,3.789284341
PU-957,1.26523492
PU-958,2.063773281
PU-959,4.352058189
PU-960,1.519419128
PU-961,2.150394091
PU-962,2.258705222
PU-963,1.644633171
PU-964,1.310830267
PU-965,2.584045453
PU-966,2.123931775
PU-967,1.448265544
PU-968,1.407370914
PU-969,1.619319966
PU-970,1.396940712
PU-971,2.914489036
PU-972,3.351916152
PU-973,2.228511369
PU-974,1.521882743
PU-975,2.985697758
PU-976,1.206571199
PU-977,2.558622529
PU-978,4.01540687
PU-979,1.63614423
PU-980,2.490476007
PU-981,3.016852582
PU-982,1.168456802
PU-983,2.690080377
PU-984,4.067102353
PU-985,2.000410568
PU-986,2.150045627
PU-987,1.597817783
PU-988,4.718554472
PU-989,2.556825457
PU-990,1.623037349
PU-991,2.411802201
PU-992,1.129988548
PU-993,1.964441716
PU-994,1.309963248
PU-995,3.318952271
PU-996,2.518196889
PU-997,1.874620787
PU-998,1.544170349
PU-999,1.611170027
PU-1000,0.932896982
PU-1001,1.38447726
PU-1002,1.782937268
PU-1003,3.06041431
PU-1004,1.134972487
PU-1005,2.786671713
PU-1006,3.842995483
PU-1007,1.281975949
PU-1008,2.077546473
PU-1009,1.083354662
PU-1010,1.035712785
PU-1011,1.059582921
PU-1012,2.472339501
PU-1013,1.920960315
PU-1014,1.304632396
PU-1015,1.07590618
PU-1016,2.589738117
PU-1017,1.798306914
PU-1018,0.843417688
PU-1019,2.141466784
PU-1020,3.257854883
PU-1021,1.000633586
PU-1022,2.44167534
PU-1023,0.754226229
PU-1024,1.371394182
PU-1025,1.541606017
PU-1026,1.113116169
PU-1027,0.832299454
PU-1028,2.758699525
PU-1029,2.404087471
PU-1030,1.838744496
PU-1031,1.212550073
PU-1032,3.049990627
PU-1033,1.448945233
PU-1034,2.793785001
PU-1035,4.971241061
PU-1036,1.504349411
PU-1037,3.090447787
PU-1038,0.87036866
PU-1039,3.76395112
PU-1040,0.926365926
PU-1041,1.248000491
PU-1042,1.736521708
PU-1043,2.165302261
PU-1044,1.479279231
PU-1045,1.436052146
PU-1046,1.613658199
PU-1047,1.275884569
PU-1048,2.863366648
PU-1049,1.21579314
PU-1050,4.129408848
PU-1051,2.264369441
PU-1052,1.574441384
PU-1053,2.455138984
PU-1054,2.029030985
PU-1055,1.641022577
PU-1056,1.546582152
PU-1057,1.2374115
PU-1058,1.822333677
PU-1059,1.570562041
PU-1060,1.98685452
PU-1061,1.413850926
PU-1062,2.929023273
PU-1063,1.578629217
PU-1064,1.141473018
PU-1065,1.4177842
PU-1066,2.001987924
PU-1067,1.109210809
PU-1068,1.477813081
PU-1069,2.183517773
PU-1070,1.171809506
PU-1071,1.934659106
PU-1072,1.566417637
PU-1073,1.766115868
PU-1074,2.92985481
PU-1075,0.993457307
PU-1076,2.218348319
PU-1077,1.131188252
PU-1078,3.02031468
PU-1079,1.13136615
PU-1080,0.952176973
PU-1081,1.182118018
PU-1082,6.265561691
PU-1083,1.467875049
PU-1084,1.017222408
PU-1085,1.956852741
PU-1086,2.19938906
PU-1087,1.026146311
PU-1088,3.344462512
PU-1089,1.949820148
PU-1090,1.866742602
PU-1091,1.842252124
PU-1092,4.67899848
PU-1093,2.117434189
PU-1094,1.011355042
PU-1095,0.669232145
PU-1096,2.194348165
PU-1097,2.302468868
PU-1098,2.217506183
PU-1099,1.399250566
PU-1100,3.519113399
PU-1101,2.270036238
PU-1102,1.204912519
PU-1103,1.0048674
PU-1104,1.485606096
PU-1105,1.694142095
PU-1106,2.841374208
PU-1107,1.55388771
PU-1108,2.407865051
PU-1109,1.024445287
PU-1110,1.239859602
PU-1111,4.588403053
PU-1112,1.365474319
PU-1113,2.440574063
PU-1114,1.742276518
PU-1115,2.167739646
PU-1116,1.52716326
PU-1117,1.588308676
PU-1118,4.289315541
PU-1119,0.845586156
PU-1120,3.185849255
PU-1121,1.098767013
PU-1122,2.257501905
PU-1123,1.042268415
PU-1124,1.808468809
PU-1125,1.349616137
PU-1126,1.647434713
PU-1127,4.11815417
PU-1128,2.822814054
PU-1129,1.724535377
PU-1130,0.913634025
PU-1131,1.33230473
PU-1132,2.158099591
PU-1133,1.826977922
PU-1134,0.715621109
PU-1135,1.81903618
PU-1136,1.150561956
PU-1137,2.66666193
PU-1138,1.675929799
PU-1139,1.987701999
PU-1140,1.900654137
PU-1141,2.963620213
PU-1142,1.716132035
PU-1143,3.186089199
PU-1144,0.8001342
PU-1145,1.720409511
PU-1146,3.124844921
PU-1147,2.875871076
PU-1148,1.693716705
PU-1149,1.30152336
PU-1150,1.96185036
PU-1151,3.112005609
PU-1152,1.701794469
PU-1153,4.860801705
PU-1154,1.709701922
PU-1155,1.083395842
PU-1156,2.356921885
PU-1157,1.420991126
PU-1158,1.251605691
PU-1159,2.054708366
PU-1160,1.921494147
PU-1161,2.364982471
PU-1162,1.900538908
PU-1163,2.334460601
PU-1164,3.056081107
PU-1165,2.6028712
PU-1166,1.257435502
PU-1167,0.768516822
PU-1168,1.057771924
PU-1169,2.123100587
PU-1170,2.108267133
PU-1171,1.568910789
PU-1172,4.27872678
PU-1173,1.710393405
PU-1174,1.133642985
PU-1175,1.403439045
PU-1176,1.882367965
PU-1177,1.678424976
PU-1178,2.4047878
PU-1179,2.287798413
PU-1180,0.820887453
PU-1181,4.039481748
PU-1182,1.768727952
PU-1183,1.955574087
PU-1184,3.570303885
PU-1185,3.183889104
PU-1186,1.572787196
PU-1187,2.1026377
PU-1188,2.066909793
PU-1189,1.87965634
PU-1190,1.853830434
PU-1191,1.813059411
PU-1192,1.520660988
PU-1193,1.552411762
PU-1194,1.301468436
PU-1195,1.946553512
PU-1196,2.922755582
PU-1197,1.98239135
PU-1198,2.066995299
PU-1199,1.735729348
PU-1200,1.639001614
PU-1201,1.417025995
PU-1202,0.982543749
PU-1203,1.032879997
PU-1204,1.268070462
PU-1205,0.837627745
PU-1206,1.957104421
PU-1207,0.821632567
PU-1208,3.317134915
PU-1209,4.123468764
PU-1210,2.206094673
PU-1211,4.332800352
PU-1212,1.794824997
PU-1213,2.995215041
PU-1214,1.960029033
PU-1215,1.290778121
PU-1216,2.030343368
PU-1217,1.658097047
PU-1218,2.899851085
PU-1219,3.604910798
PU-1220,0.910654506
PU-1221,1.008414825
PU-1222,0.888418728
PU-1223,1.100723762
PU-1224,3.085231375
PU-1225,1.634231097
PU-1226,1.393600591
PU-1227,1.778029336
PU-1228,1.519419552
PU-1229,3.67511236
PU-1230,1.117700895
PU-1231,1.420883751
PU-1232,1.26351568
PU-1233,0.770042072
PU-1234,1.395067196
PU-1235,2.879996458
PU-1236,1.331623413
PU-1237,1.590080172
PU-1238,2.027459796
PU-1239,3.10965963
PU-1240,0.968973564
PU-1241,2.312188939
PU-1242,1.513806376
PU-1243,0.685969815
PU-1244,3.488881995
PU-1245,0.836873808
PU-1246,1.589951377
PU-1247,1.00418703
PU-1248,1.385485597
